no,company_id,question_type,classification,organization_level,sentence_english,sentence_japanese
368,6,1,HD,3,Training for managerial positions in the manufacturing sector,製造部門における、管理的立場の人の教育
369,6,1,HD,2,Lack of technology,技術力の不足
370,6,1,HD,1,We are so busy with day-to-day operations that we are not focused on improvement.,日々の業務に追われ、改善に意識が向かない
371,6,1,IT,2,Not enough software assets are being reused,ソフトウェア資産の再利用が十分できていない
372,6,2,BP,2,"When there is a development problem, it is brought to light early",開発上の問題点があった際、早めに表面化させる
373,6,2,HD,2,Assign tasks to people of varying abilities without relying on intuition and experience.,勘と経験に頼らずに、能力の異なる担当者に仕事を割り当てることができる
374,6,2,BP,3,"There is no shortage of development resources, even if it's an unexpected event such as a field claim or a special order response.",フィールドクレームや特注対応など突発であっても開発リソースが不足しない
375,6,2,BP,3,Decide how far you want the quality to go and set quality goals.,どこまでの品質を求めるのか、品質目標を決めておく
376,6,2,BP,4,"Why do we use these standards for quality, acceptance and inspection standards and for each component? It is clear why it was decided to do so.",品質、受入検査基準、部品毎に何故その基準としているのか。何故そう決まったのか。
377,6,2,BP,4,Why did the performance you thought you had established at the prototype evaluation stage not fail at the mass production stage?,試作評価段階で確立したと考えていた性能が、量産段階でも不具合が出ない
378,6,2,BP,4,Consistent part accuracy between prototype and mass production,試作と量産とで、業者が異なる場合でも、部品精度が安定している
379,6,2,HD,2,Technicians are able to multitask and still manage,技術者がマルチタスクでも、管理ができている
380,6,2,BP,3,New product launch schedules are taken into account in the frequency of drawing revisions.,新製品立ち上げスケジュールが、図面改訂頻度に考慮されていること
381,6,2,BP,4,Sharing the image of quality and cost performance of design and procurement vendors,設計サイドと調達サイドの業者のもつ品質・コストパフォーマンスに関するイメージの共有
382,6,2,CM,5,"Containment in the manufacturing process, not in the final inspection, can be specified by the start of mass production.",最終検査ではなく製造プロセスでの抑え込みが量産立ち上げまでに規定できている
383,6,2,IT,4,There is design documentation to guarantee quality and is not dependent on the manufacturer's know-how,品質が保障できる設計ドキュメントがあり、製造者のノウハウに依存しない
384,6,2,IT,3,"Complaints, defects and failures are shared",クレーム・不具合、失敗事例が共有化されている
385,6,2,CM,5,There is overall governance on common parts.,部品共通化に関して全体的なガバナンスがある
386,6,2,BP,2,Fewer modules with equivalent functionality,同等の機能を有するモジュールが少ない
387,6,2,BP,3,Manufacturing of parts (discontinuation and regulatory compliance) is shared,部品の製造（中止・規制対応）が共有されている
388,6,2,BP,4,The parts we purchase are standardized.,購入部品の標準化が出来ている
389,6,2,IT,2,3D models (before prototyping) are verified and there is no rework on the actual product.,3Dモデル（試作前）の検証がされ、実機での手戻りがない
390,6,2,IT,2,"DR using 3D-CAD, etc., and all divisions are using the tools.",3D-CADを活用したDR等行われて、全事業部がツールを活用できていること
391,6,2,BP,3,"If the specification or design is changed during product design and development, the change procedure is also fixed.",製品の設計開発中に仕様・設計が変更された場合、変更手順も決まっている
392,6,2,IT,4,No mismatch between the drawings and the 3D data when exchanging 3D data with the vendor during development.,開発時、業者と3Dデータでやり取りする際に、図面とミスマッチが起きない
393,6,2,IT,4,There's a tool to drop from E-BOM to M-BOM.,E-BOMからM-BOMへの落とし込むツールがある
394,6,2,BP,1,"It doesn't take a lot of time to investigate the problem because you can track down who changed it, for what, and when.",誰が、何の為に、いつ変更したのか追いかけられるため、問題の調査に時間がかからない
395,6,2,BP,2,No development delays because there are no omissions in pre-evaluation and verification and performance is produced.,事前の評価・検証に漏れがなく、性能が出るので、開発の遅延がない
396,7,1,BP,3,It's not development efficiency.,開発の効率化でない
397,7,1,BP,3,Development schedule delayed.,開発日程が遅れる
398,7,1,BP,3,There's a lot of backtracking and delays in planning.,後戻りが多く計画が遅れる
399,7,1,BP,3,Development resource management (with priorities),開発リソース管理（優先順位付）
400,7,1,CM,4,We don't have the ability to integrate with our global offices.,グローバル拠点との総合力がない
401,7,1,CM,4,"Global, the organization is not making the most of it.",グローバル、組織が生かせていない
402,7,1,IT,3,Weak use of 3D data (concurrent engineering),3Dデータの活用が弱い（コンカレントエンジニアリング）
403,7,1,IT,2,Use of Model Data,モデルデータの活用
404,7,1,BP,3,Development efficiency is uneven for each product.,製品毎に開発効率がバラバラ
405,7,1,BP,3,Problems with schedule management (increased number of prototypes),日程管理（試作回数増）の問題
406,7,1,BP,3,I don't see a development plan.,開発計画が見えない
407,7,1,CM,3,Product modularity and commonality issues,製品のモジュール化や共通化の問題
408,7,1,HD,3,The role of the organization is unclear.,組織の役割が不透明
409,7,1,IT,4,There is no joint design infrastructure with foreign countries.,海外との共同設計インフラがない
410,7,1,BP,4,The need for front-loading of design and downstream processes,設計と下流工程のフロントローディングの必要性
411,7,1,BP,4,Collaboration with other departments (data exchange),他部門との協業（データやり取り）
412,7,1,BP,3,You're not controlling costs.,コスト管理できていない
413,7,1,BP,3,cost-building,原価作り
414,7,1,IT,4,The design information is not centralized.,設計情報の一元化ができていない
415,7,1,IT,3,Communication/retrieval of information is manual (data duplication),情報伝達／検索が人手（データ重複）
416,7,1,CM,3,New product proposals have not been made.,新商品提案ができていない
417,7,1,CM,4,New products are not being created.,新商品が創出できていない
418,7,1,BP,4,I can't see the development process.,開発プロセスが見えない
419,7,1,BP,4,No development cost control.,開発費管理ができていない
420,7,1,BP,3,Targeted costs are not being met.,目標コストの達成されていない
421,7,1,BP,3,It's hard to see the cost at the time of design.,設計時にコストが見えずらい
422,7,1,IT,3,Lack of industry-specific drawing management,業界別の図面管理ができていない
423,7,1,IT,2,Failure to pass on technical information and know-how,技術情報やノウハウの継承ができていない
424,7,1,CM,4,New products cannot be made on a regular basis.,新商品が定常的にできない
425,7,1,BP,4,"Performance has not been achieved, target of the required specifications",性能出しができていない、要求仕様の目標
426,7,1,BP,4,The operational rules are obsolete and unclear.,運用ルールが陳腐化で明確でない
427,7,2,BP,4,The development plan is consistent.,開発計画が一貫している
428,7,2,CM,4,There are specific management methods (per department and per person),管理方法が決まっている（部門、人毎）
429,7,2,BP,4,Clear indicators to measure project results,プロジェクト成果を計る指標が明確
430,7,2,BP,4,The deliverables (tools) are common to all business units.,成果物（ツール）が事業部で共通になっている
431,7,2,BP,5,Managing the development budget,開発費予算の管理
432,7,2,BP,4,Managing development delays,開発遅れの管理
433,7,2,BP,4,"Project management is not on paper (granularity, reliability)",プロジェクト管理が紙でない（粒度、信頼性）
434,7,2,BP,4,Real-time man-hour tracking and progress management,リアルタイムの工数把握や進捗管理
435,7,2,CM,3,Simple structure of the product catalog,製品目録の構成がシンプル
436,7,2,BP,3,Not including procurement and production in the development BOM,開発BOMの中で調達や生産を含めない
437,7,2,BP,3,No dual use of EBOM and MBOM (no load on the design),EBOMとMBOMを兼用しない（設計に負荷をかけない）
438,7,2,IT,3,"Centralized management of product information (less time spent searching for related documents, etc.)",製品情報の一元管理（関連文書など検索に時間がかからない）
439,7,2,IT,3,Updates and revisions are automatic.,更新や改定が自動で実施
440,7,2,BP,3,Start designing once the specifications are clear.,仕様が明確してから設計スタート
441,7,2,BP,3,Less time to design to meet requirements,要求を満たす設計に時間がかからない
442,7,2,IT,3,Change management with 3D data,3Dデータによる変更管理
443,7,2,BP,4,Data sharing and progress in joint development with overseas companies,海外との共同開発でデータ共有や進捗把握
444,7,2,IT,3,Quality control with no feedback leakage with 2D and 3D integrated,2Dと3Dが一体でフィードバックの漏れのない品質管理
445,7,2,IT,4,"Sharing tools, illustration numbers and methods with overseas",海外とツール、図番、図法を共通化する
446,7,2,BP,2,We don't spend a lot of time communicating.,意思伝達に時間をかけない
447,7,2,BP,2,Cost and installation defects can be detected in the preliminary stages,前段階でコスト、組付不具合を発見できる
448,7,2,BP,1,We don't spend a lot of time evaluating performance.,性能評価に時間をかけない
449,7,2,IT,2,2D and 3D are in sync.,2Dと3Dが同期している
450,7,2,IT,2,Use of CAE and DMU (Digital Mockup),CAEやDMU（デジタルモックアップ）の活用
451,7,2,BP,2,No time or money is spent on evaluating and validating prototypes.,試作の評価、検証に時間や費用をかけない
452,7,2,BP,3,We don't spend a lot of man-hours setting up and backtracking on evaluations.,評価の段取りや後戻りで工数をかけない
453,8,1,HD,3,Lack of development resources,開発リソースの不足
454,8,1,BP,3,Lack of resources and work forced on each other,リソース不足、仕事の押し付け合い
455,8,1,CM,4,There is a lack of investment improvement initiatives on the part of distributors,販社側の投資改善への取組が見えない
456,8,1,IT,3,There is a lack of knowledge sharing.,知識の共有化ができていない
457,8,1,BP,4,Many cooks,船頭が多い
458,8,1,BP,3,The technicians are doing a lot of administrative work.,技術者が管理業務ばかり行なっている
459,8,1,HD,3,Fewer and fewer people have the ability to think.,考えられる人が減っている
460,8,1,HD,3,We're not training our people.,人材育成が出来ていない
461,8,1,BP,3,It's stuck.,停滞している
462,8,1,BP,3,"Same thing over and over, no evolution.",同じ事の繰り返し、進化なし
463,8,1,HD,3,We're not developing our people.,人材が育っていない
464,8,1,HD,4,Insufficient personnel,人員不足
465,8,1,HD,3,Human resource development and technology transfer,人材育成、技術の伝承
466,8,1,BP,4,Division of work with other departments (division of responsibilities),他部門との業務分担（責任分担）
467,8,1,BP,4,Misunderstandings and lack of communication,思い違いコミュニケーション不足
468,8,1,IT,3,There is no information sharing between groups.,グループ間の情報共有が出来ていない
469,8,1,HD,3,Insufficient accumulation of knowledge (human dependence),ナレッジの集積が不十分（人依存）
470,8,1,HD,3,I haven't been able to pass on my skills.,技術伝承できていない
471,8,1,BP,4,Business priorities are changing.,業務優先順位がコロっとかわる
472,8,1,CM,5,New generation of new product development plans are untapped,新世代の新商品開発プランが未開拓
473,8,1,CM,5,Signs of deteriorating company performance and demands to reduce parts costs,会社業績悪化の兆しがあると部品費低減要求がある
474,8,1,CM,4,No product planning skills.,商品企画力が無い
475,8,1,BP,4,Design rework.,設計手戻りがある
476,8,1,BP,3,development efficiency is low,開発効率悪い
477,8,1,CM,4,We're not working on new technology.,新しい技術に取り組めていない
478,8,1,CM,5,New Business Creation,新事業の創出
479,8,1,CM,5,It's a tough situation.,厳しい状況が続いている
480,8,1,CM,5,No medium- to long-term business vision.,中長期の事業ビジョンがない
481,8,1,CM,5,Setting of high-level business goals that are difficult to achieve,目標達成困難な上位事業目標設定
482,8,1,BP,5,Suddenly a big job from Top management,TOPからの突然の大仕事
483,8,1,CM,5,"China risks, politics, and costs (labor costs)",中国リスク、政治、コスト（人件費）
484,8,1,BP,3,Prioritize cost and schedule over quality.,品質よりコスト、日程を優先
485,8,1,CM,4,Winning patterns are unclear.,勝ちパターンが不明確
486,8,1,CM,4,There is no new business.,新規事業が出ていない
487,8,1,BP,3,we are not being creative in our work.,創造性のある仕事ができていない
488,8,1,CM,4,Increasing use of smartphones and other devices has led to a shift away from paper (printed matter),スマホ等の利用拡大による紙離れ（印刷物）
489,8,1,BP,4,Quality issues with current products are not being resolved,現行製品の品質問題が収束しない
490,8,1,BP,4,The specifications of the next product have not been determined.,次期製品のスペックが決まらない。
491,8,1,HD,4,Lack of ability to continue making competitive products,競争力ある製品を作り続ける力不足
492,8,1,CM,5,An entire organization that cannot grow.,成長できない全体組織
493,8,1,BP,3,The validity is unclear.,妥当性が不明瞭
494,8,1,HD,3,Talent is hard to develop.,人材がなかなか育たない
495,8,2,IT,3,We want to eliminate development waste with IT.,ITにより、開発の無駄をなくしたい
496,8,2,IT,3,Quick access to the data you need and want.,必要な、欲しいデータがすぐ引き出せること
497,8,2,IT,4,Smart Wisdom-Based Manufacturing Process (IT that Supports),スマートな英知結集型モノ創りプロセス（を支えるIT）
498,8,2,IT,3,Centralized management of information and sharing of information among related departments,情報を一元管理し、関連部門で共有
499,8,2,IT,3,Improving Business Efficiency through Formal Knowledge,形式知化による業務の効率化
500,8,2,IT,3,All information is shared and visible!,あらゆる情報が共有され、見える化できている！
501,8,2,IT,3,Real-time information sharing.,リアルタイムな情報共有ができる
502,8,2,BP,4,No rework.,手戻り”ゼロ”
503,8,2,BP,4,Product development with no rework,手戻りのない商品開発
504,8,2,IT,4,Zero rework by sharing design and manufacturing data,設計と製造のデータ共有で手戻りゼロ
505,8,2,BP,3,Waste-free development!,ムダのない開発をする！！
506,8,2,BP,4,I don't want to start over.,やり直しはしたくない
507,8,2,BP,4,"No changes, a one-way process!",変更がなく、一方通行のプロセス！
508,8,2,BP,4,No reworked development.,手戻りのない開発をする
509,8,2,BP,4,Zero back-end design changes,後工程での設計変更をゼロにする
510,8,2,BP,4,"Collaborate with system design, detailed design and verification, and evaluation to develop without rework.",システム設計、詳細設計と検証、評価と連携して行い、手戻りのない開発を行う
511,8,2,BP,3,I want to make sure that the content designed upstream is taken over.,上流で設計した内容を確実に引き継ぎたい
512,8,2,HD,4,Teamwork gets it done.,チームワークでやり切る
513,8,2,BP,3,Share the goal image.,ゴールイメージを共有する
514,8,2,BP,3,Create value fast!,価値を素早く創る！！
515,8,2,BP,4,We can output twice as fast as before.,これまでの２倍のスピードでOUTPUTを出せる
516,8,2,BP,3,We want to share the process with the ideal process.,理想のプロセスでプロセスの共有化を図りたい
517,8,2,BP,4,I want to develop in cooperation with other departments from upstream.,上流から他部門と連携して開発したい
518,8,2,HD,3,train people,人を育てる
519,8,2,BP,4,Product development as expected,思い通りの製品開発
520,8,2,BP,4,Make it happen as planned.,企画通りすっきり実現する
521,8,2,CM,3,Consistent Goals.,一貫性のある目標
522,8,2,BP,4,Establishing a company with the world's lowest cost structure,世界一の低コスト構造の会社確立
523,8,2,CM,3,Develop attractive products by setting goals that reflect market feedback and customer requirements,市場からのフィードバック、顧客要求を反映した目標設定を行い、魅力ある製品開発を行う
524,9,1,BP,3,There's no process available.,使えるプロセスが無い
525,9,1,HD,4,No resource control.,リソースコントロールができない
526,9,1,BP,2,Not prioritizing issues and initiatives,課題・取組みの優先順位を付けない
527,9,1,BP,1,We can't always follow the rules.,ルール通りにできないことが多い
528,9,1,BP,3,The development process milestones are not being followed.,開発プロセスの節目が守られていない
529,9,1,BP,3,There's a lot of work to be done.,手戻りが多い
530,9,1,HD,1,We have not been able to train our people.,人材育成ができていない
531,9,1,IT,2,Stock operations are not progressing.,ストック業務が進まない
532,9,1,HD,2,We're not using our knowledge effectively.,知識の有効活用が出来ていない
533,9,1,HD,3,Lack of resources due to rapid overseas expansion,海外展開が早くリソース不足
534,9,1,HD,4,Different domestic/international capabilities.,国内/海外で能力が異なる
535,9,2,BP,4,Ability to coordinate resources and schedules between projects at the program level,プログラムレベルでプロジェクト間のリソース、日程調整ができる
536,9,2,CM,5,We need a process organization to manage the entire project.,全プロジェクト全体をマネジメントするプロセス組織が必要
537,9,2,CM,4,Improve the accuracy of resource planning,リソース計画精度を向上する
538,9,2,BP,3,I want to be able to respond flexibly to changes in planning.,企画変更にフレキシブルに対応できるようにしたい
539,9,2,CM,3,Identify the number of man-hours required.,必要工数を明確にする
540,9,2,CM,5,Decide at the beginning of the project what the goals of the project are and how to achieve them,プロジェクトの目標と達成手段をプロジェクト最初で決める
541,9,2,BP,4,Decide what you need to do if you're late from the agreed upon date.,決まった日程から遅れた場合のやるべき事を決める
542,9,2,BP,4,Processes that allow for risk management against rework.,手戻りに対してリスクマネジメントが出来るプロセス
543,9,2,BP,3,Strengthening management so that project issues do not give rise to other project issues,プロジェクト課題が他のプロジェクト課題を生まないような管理強化
544,9,2,CM,3,Stretching the SOPs to the extent that development is delayed.,開発が遅れた分だけSOPを伸ばす
545,9,2,CM,5,Accurately identify and plan for future benchmarks,将来のベンチマークを正確に把握して企画を立てる
546,9,2,CM,4,Improving the accuracy of planning (thinking about man-hours upstream),企画の精度向上（投入工数を上流で厚く）
547,9,2,CM,3,The best way to break down anything (proper planning),何でも一番の打破（ちゃんとした企画）
548,9,2,CM,4,Accelerate development.,開発を前倒しする
549,9,2,BP,3,You're clear on what you really need without being greedy.,欲張らず本当に必要なものがクリアになっている
550,9,2,HD,3,Improved Estimation Accuracy and Inviolability,見積精度の向上と不可侵
551,9,2,CM,4,Organizations that can close operations in the region,リージョンで業務をクローズ出来る組織
552,9,2,BP,4,Process management with minimal post-process losses,後工程のロスが少ないプロセス管理
553,9,2,HD,2,Spend resources so that the design can do its job.,設計が本来業務が出来る様にリソースをかける
554,10,1,CM,5,Market share is not growing (sales are not growing),シェアが伸びない（売り上げがのびない）
555,10,1,CM,5,That the focus of sales is changing from goods to solutions.,売り上げの中心がモノからソリューションに変わってしまうこと
556,10,1,BP,4,A change in the form of business operations from self-made to collaborative.,業務の形が自前主義から協業に変わること
557,10,1,HD,2,education,教育
558,10,1,BP,1,The atmosphere at work is gloomy.,職場の雰囲気が暗い
559,10,1,CM,3,Too many outcome measures.,成果指標が多すぎる
560,10,1,CM,3,Slow progress in business reform,業務改革の進みが遅い
561,10,1,BP,2,There are many projects for improvement and it's unclear if they are engaging,改善のためのプロジェクトがたくさんあり、かみあっているのか不明
562,10,1,BP,2,The PDCA cycle is not working.,PDCAが回せていない
563,10,1,BP,3,There are many market claims.,市場クレームが多い
564,10,1,CM,3,Quality problems in the marketplace won't go away.,市場での品質問題がなくならない
565,10,1,CM,3,Cost increase due to rising material costs,材料高騰によるコストUP
566,10,1,BP,3,It's too costly to develop a control system.,制御系の開発にコストがかかりすぎ
567,10,1,BP,3,A long product development period and sluggish sales growth,製品開発期間が長く、売り上げが伸び悩む
568,10,1,BP,4,We're behind in our product development schedule.,製品開発の日程に遅れがでる
569,10,1,BP,3,Delayed schedule due to delayed decisions,判断の遅れによる日程の遅れ
570,10,1,BP,3,Delayed schedule (development schedule delayed against schedule),日程遅れ（開発日程が予定に対して遅れる）
571,10,1,BP,4,Inadequate collaborative design,協調設計が不十分
572,10,1,BP,4,There is a lot of design rework.,設計手戻りが多い
573,10,1,BP,3,Delivery time (schedule),納期（日程）
574,10,1,CM,4,Delayed decision-making stretches the plan.,意思決定が遅れることで計画がのびる
575,10,1,IT,3,Design information is dispersed and not used efficiently.,設計情報が分散していて効率的に活用できていない
576,10,1,IT,5,Investing in information technology is too expensive to start.,情報化投資にお金がかかり、着手できない
577,10,1,IT,4,Information is not being shared.,情報の共有化が進んでいない
578,10,2,IT,3,Project management is standardized and there is no variation among model leaders.,プロジェクト管理が標準化され、機種担当のリーダーによるバラツキもない
579,10,2,IT,3,"Ability to understand the amount of work involved in each project, and the appropriate number of man hours, members, and assignments.",各プロジェクトの業務量が把握でき、適切な工数・メンバー・配置ができる
580,10,2,BP,2,You can foresee the amount of time required to deal with problems and study issues (you can calculate the number of man-hours required),問題対策や課題検討に要する時間が見通せる（必要工数が算出できる）
581,10,2,CM,3,Adequate project management and no schedule delays,プロジェクト管理が十分で日程遅れが生じない
582,10,2,BP,3,"Product development process is complex, but project management is good",製品開発プロセスが複雑であるが、プロジェクト管理は上手にできる
583,10,2,BP,3,"Additional work (man-hours) will be required for the management process, but it will also be understood by the field and maintain the man-hours in the field",管理プロセスのためには追加の作業（工数）が必要となるが、現場の理解も得られ、現場の工数も維持できる
584,10,2,BP,3,Development is taking place in other departments and we can see the issues and status of each department. Progress is not delayed even if the technology employed is difficult.,開発が他部門で行っており、各部門の課題・状況が見える。採用技術が難しくても進捗は遅れない
585,10,2,CM,4,Adequate analysis of capturing customer requirements and a product specification that is superior to the competition,顧客要件の取り込みの分析が十分で、他社に勝る商品仕様になっている
586,10,2,CM,4,The way the product is used in the marketplace will be communicated to the developers.,市場での商品の使われ方が開発者にも伝わる
587,10,2,CM,4,Customer requirements can be validated after market deployment,顧客要件が市場展開後にも検証できる
588,10,2,BP,3,Customer requirements (market requirements/issues) are also made known to the developers so that improvements can be made.,顧客要件（市場要望/課題）を開発者にも知らされることで改善が進む
589,10,2,IT,3,It doesn't take a lot of time to select a system when information is scattered around.,情報が散らばっていても、システム選定に時間がかからない
590,10,2,IT,2,Technical documents are available to prevent past problems from recurring.,技術資料があるので、過去の問題が再発するのを防いでいる
591,10,2,BP,3,"The product development is standardized, which makes development more efficient.",製品開発の標準化ができていて、開発の効率化になる
592,10,2,BP,2,"Flexibility in business operations, and easy to improve and innovate",業務に自由度があり、改善・改革が入りやすい
593,10,2,BP,3,"The information you want, such as cost and commonality rates, is readily available to advance your design.",コストや共通化率など、欲しい情報がすぐに得られるので設計が進む
594,10,2,BP,4,"Standardized evaluation procedures are complete, with no omissions and no rework",評価手順の標準化が完全で、評価漏れが発生せず、手戻りとならない
595,10,2,BP,3,"We are moving on to the next stage of the process, spending a sufficient number of man-hours (schedule) to make a thorough evaluation.",十分な評価を行う工数（日程）を費やしながら、次の工程にすすんでいる
596,10,2,BP,2,"The man-hours are sufficient, so we're moving on to the next step with enough evaluation and validation.",工数が十分なので、評価と検証が十分な状態で次のステップに進んでいる
597,10,2,CM,3,The evaluation method is consistent and the results are not uneven,評価方法が統一されており、結果がバラツキがない
598,10,2,IT,3,Appropriate provision of design information to the outsourcer,アウトソース先に適切に設計情報の提供ができている
599,10,2,CM,4,Provide guidance to ODM partners for each development contract so that the technology remains with them,開発委託する毎にODM先を指導し、ODM先に技術が残るようにする
600,10,2,CM,4,Standardized sharing of the development environment with external parties makes outsourcing easier.,開発環境の外部との共有が標準化・ルール化されているので、アウトソーシングが容易
601,11,1,CM,3,we can't understand the business strategy of the division.,事業部のビジネス戦略把握できない
602,11,1,CM,5,Legislation in various countries,各国の法律対応
603,11,1,IT,3,It's taking a long time to find the material.,資料の検索に時間が かかっている
604,11,1,HD,4,lack of resources,リソース不足
605,11,1,CM,5,Product sales (profit),製品の売上げ（利益）
606,11,1,BP,3,version control,バージョン管理
607,11,1,BP,4,"Cost reduction, measures and lack of materialization",コスト低減、施策、具体化不足
608,11,1,BP,3,Workload for designers,設計者の業務量
609,11,1,BP,3,Lack of time (man-hours) for activities,活動時間（工数）の不足
610,11,1,BP,2,The design data check takes too much time and does not allow for timely feedback.,設計データチェックに時間がかかってタイミングよくフィードバックできない
611,11,1,IT,4,The design process is not automated and takes a lot of man-hours.,設計の自動化が進まず工数がかかっている
612,11,1,BP,4,Short development time,開発期間が短い
613,11,1,HD,2,Not following the design rules.,設計ルールを守らない
614,11,1,HD,2,Instructions are not being followed correctly.,指示が正しくつたわっていない
615,11,1,HD,2,Lack of communication with the field,現場とのコミュニケーション不足
616,11,1,HD,3,communication,コミュニケーション
617,11,1,IT,4,Giving up because of poor 3D modeling,3Dモデル化がうまくできずにあきらめる
618,11,1,IT,2,How to make a 3D design model is disparate.,3D設計モデルの作り方がバラバラ
619,11,1,HD,1,The designer's ability to design depends on his or her skills.,設計者の能力がスキルに依存している
620,11,1,HD,2,Insufficient IT skills in the company,自社のITスキル不足
621,11,1,HD,2,Broad knowledge required,幅広い知識必要
622,11,1,IT,4,We are experiencing problems with database linkage with overseas offices.,海外拠点とのデータベース連携で問題が生じている
623,11,1,IT,4,"We don't know what IT information we have on our overseas offices, but we can't control them.",海外拠点のIT情報不明コントロールできない
624,11,1,HD,2,The quality of design data varies from person to person.,人によって設計データの品質にバラツキがある
625,11,1,BP,3,"Many quality check items, time consuming.",品質チェック項目が多い、時間がかかる
626,11,2,CM,5,First the product sells and then the paycheck reflects it.,まず商品が売れて給与に反映
627,11,2,BP,4,Template design information and centralized BU,設計情報のテンプレート化、BU一元化
628,11,2,BP,3,The design rules are naturally followed.,自然と設計ルールが守られる
629,11,2,BP,2,The tools and individuals in each process can be utilized without stress,各プロセスのツールと個人がストレスなく活用できる
630,11,2,BP,3,Visualization of the design result process of each project,各プロジェクト設計結果過程の見える化
631,11,2,BP,4,Process visualization and real time,工程の見える化、リアルタイム
632,11,2,IT,2,Fully automated design problem detection,全自動で設計問題を検出
633,11,2,BP,3,Validity can be verified.,妥当性が検証できる
634,11,2,IT,3,"Tools that make it easy for anyone to review design results, and infrastructure that makes it easy for the production floor to check models",誰でも設計結果がレビューしやすいツール、製造現場がモデルをチェックしやすいインフラ
635,11,2,IT,4,Highly reliable system,信頼性の高いシステム
636,11,2,BP,3,Longer design time (duration),設計時間（期間）の長期化
637,11,2,IT,3,You can access and analyze the information you need.,必要な情報にアクセスして分析できる
638,11,2,IT,4,Immediate access to all design data at any time,全ての設計データをいつでも即見れる環境
639,11,2,BP,1,I know what I need to do and what my priorities are.,自分のやるべき事、優先度がわかる
640,11,2,IT,3,Easy to create models,モデルの簡単な作成
641,11,2,BP,4,Cost Control (Realistic),コスト管理（リアルな）
642,11,2,IT,3,There's a system where highly reusable data can be used by anyone.,再利用性の高いデータが誰でも使えるしくみがある
643,11,2,IT,3,Labor savings are achieved through design automation,設計自動化で省力化 できている
644,11,2,IT,3,Information Sharing,情報の共有
645,11,2,HD,1,The improvement of each individual's abilities.,各個人の能力がUPすること
646,11,2,HD,2,Younger people can use the knowledge of veterans → The tool has accumulated knowledge.,若手がベテランの知見を使える → ツールに知見がたまっている
647,11,2,IT,4,Unification of Design Philosophy → Unification of 3D modeling methods,設計思想の統一 → 3Dモデル化手法の統一
648,11,2,HD,2,Communicating well (Aunko Kyu),コミュニケーショがうまくできていること（あうんのこきゅう）
649,11,2,IT,3,Having the information you need at your fingertips.,必要な情報がすぐ手に入ること
650,12,1,BP,3,Differences in understanding the new product implementation process with the Region,Regionとの新製品導入プロセスの理解の違い
651,12,1,CM,5,Business strategy is unclear.,ビジネス戦略が不明瞭
652,12,1,BP,4,Not getting good marketing input (VOC),マーケティングのインプットがしっかりとれていない（VOC）
653,12,1,BP,4,It's not designed to anticipate legal regulations.,法的規制を先取りした設計がされていない
654,12,1,BP,4,Design specifications change every time.,設計仕様が都度変化する
655,12,1,BP,3,We are not doing enough to respond to regulations.,規制対応が十分にできていない
656,12,1,BP,4,The criteria for determining change control are vague.,変更管理の判定基準があいまい
657,12,1,IT,3,Who will manage and maintain the drawings?,図面はどこが管理・保守するのか
658,12,1,BP,4,The Go/NoGo of the project is not clearly shared (escalation path),プロジェクトのGo/NoGoが明確に共有されていない（エスカレーションパス）
659,12,1,BP,2,Geneticization of processes (patchwork collection of processes),プロセスの属人化（パッチワーク的なプロセスの集合体）
660,12,1,BP,3,DesignControl is unclear,DesignControlが不明瞭
661,12,1,BP,2,Management like children's soccer.,子供のサッカーのようなマネージメント
662,12,1,BP,4,Gap between plan (budget) and reality,計画（予算）と実際とのギャップ
663,12,1,CM,5,organizational structure in progress,組織ストラクチャー途上
664,12,1,BP,4,Need to design with quality goals (of numbers),品質目標を持った設計が必要（数値の）
665,12,1,BP,3,"In uniters and assemblies, assembly drawings may or may not exist.",ユニット・アセンブリで、組図が存在したりしなかったりしている
666,12,1,BP,2,I don't know the revisions to the product or components.,製品や部品に対するリビジョンがわからない
667,12,1,HD,3,Communication between Production and Design,製造部と設計部のコミュニケーション
668,12,1,BP,3,Lack of coordination between departments.,部門間の連携に欠けている
669,12,1,HD,3,Interdepartmental roles are unclear.,部署間の役割が不明瞭
670,12,1,BP,3,The transfer of work between departments is not smooth.,仕事の部門間の受け渡しがスムーズでは無い
671,12,1,BP,4,Design process without going back,後戻りしない設計プロセス
672,12,1,BP,3,"Since many of the treatment tools have the same contents on many sheets of paper, it is possible to make a single revision.",処置具は、同じ内容の図訂が多数枚に及ぶことが多いため、一度で済ませられないか
673,12,1,BP,2,Checking the drawings three times when revising them is a pain,図面改定時の図面の3回チェックが面倒
674,12,1,HD,4,Aging workforce,要員の高齢化
675,12,1,CM,5,Inadequate global purchasing function,グローバル購買機能が不十分
676,12,1,BP,4,Production and shipment disruptions due to procurement problems,調達トラブルで生産・出荷に支障
677,12,1,IT,3,Unable to link target specifications to drawings and other deliverables,目標仕様と図面など成果物とのリンクが取れない
678,12,1,BP,3,Not registering sufficiently in line with the regulations,規制に沿った登録が十分できていない
679,12,1,BP,3,There are no consistent rules for what to write on the drawing.,図面に書く内容のルールが統一されていない
680,12,1,BP,3,"I don't know (or can't remember) the numbering system, the rules for putting them on, or what the symbols mean.",番号体系、付け方のルール、記号の意味がわからない（覚えられない）
